"date","inst","party","value","color"
2015-10-28,"Forsa","pir",NA,"#E9872A"
2015-10-21,"Forsa","pir",NA,"#E9872A"
2015-10-14,"Forsa","pir",NA,"#E9872A"
2015-10-07,"Forsa","pir",NA,"#E9872A"
2015-09-30,"Forsa","pir",NA,"#E9872A"
2015-09-23,"Forsa","pir",NA,"#E9872A"
2015-09-16,"Forsa","pir",NA,"#E9872A"
2015-09-09,"Forsa","pir",NA,"#E9872A"
2015-09-02,"Forsa","pir",NA,"#E9872A"
2015-08-26,"Forsa","pir",NA,"#E9872A"
2015-08-19,"Forsa","pir",NA,"#E9872A"
2015-08-12,"Forsa","pir",NA,"#E9872A"
2015-08-05,"Forsa","pir",NA,"#E9872A"
2015-07-29,"Forsa","pir",NA,"#E9872A"
2015-07-22,"Forsa","pir",NA,"#E9872A"
2015-07-14,"Forsa","pir",NA,"#E9872A"
2015-07-08,"Forsa","pir",NA,"#E9872A"
2015-07-01,"Forsa","pir",NA,"#E9872A"
2015-06-24,"Forsa","pir",NA,"#E9872A"
2015-06-17,"Forsa","pir",NA,"#E9872A"
2015-06-10,"Forsa","pir",NA,"#E9872A"
2015-06-02,"Forsa","pir",NA,"#E9872A"
2015-05-27,"Forsa","pir",NA,"#E9872A"
2015-05-20,"Forsa","pir",NA,"#E9872A"
2015-05-12,"Forsa","pir",NA,"#E9872A"
2015-05-06,"Forsa","pir",NA,"#E9872A"
2015-04-29,"Forsa","pir",NA,"#E9872A"
2015-04-22,"Forsa","pir",NA,"#E9872A"
2015-04-15,"Forsa","pir",NA,"#E9872A"
2015-04-08,"Forsa","pir",NA,"#E9872A"
2015-03-31,"Forsa","pir",NA,"#E9872A"
2015-03-25,"Forsa","pir",NA,"#E9872A"
2015-03-18,"Forsa","pir",NA,"#E9872A"
2015-03-11,"Forsa","pir",NA,"#E9872A"
2015-03-04,"Forsa","pir",NA,"#E9872A"
2015-02-25,"Forsa","pir",NA,"#E9872A"
2015-02-18,"Forsa","pir",NA,"#E9872A"
2015-02-11,"Forsa","pir",NA,"#E9872A"
2015-02-04,"Forsa","pir",NA,"#E9872A"
2015-01-28,"Forsa","pir",NA,"#E9872A"
2015-01-21,"Forsa","pir",NA,"#E9872A"
2015-01-14,"Forsa","pir",NA,"#E9872A"
2015-01-07,"Forsa","pir",NA,"#E9872A"
2015-01-01,"Forsa","pir",NA,"#E9872A"
2014-12-16,"Forsa","pir",NA,"#E9872A"
2014-12-10,"Forsa","pir",NA,"#E9872A"
2014-12-03,"Forsa","pir",NA,"#E9872A"
2014-11-26,"Forsa","pir",NA,"#E9872A"
2014-11-19,"Forsa","pir",NA,"#E9872A"
2014-11-12,"Forsa","pir",NA,"#E9872A"
2014-11-05,"Forsa","pir",NA,"#E9872A"
2014-10-29,"Forsa","pir",NA,"#E9872A"
2014-10-22,"Forsa","pir",NA,"#E9872A"
2014-10-15,"Forsa","pir",NA,"#E9872A"
2014-10-07,"Forsa","pir",NA,"#E9872A"
2014-10-01,"Forsa","pir",NA,"#E9872A"
2014-09-23,"Forsa","pir",NA,"#E9872A"
2014-09-17,"Forsa","pir",NA,"#E9872A"
2014-09-10,"Forsa","pir",NA,"#E9872A"
2014-09-03,"Forsa","pir",NA,"#E9872A"
2014-08-27,"Forsa","pir",NA,"#E9872A"
2014-08-20,"Forsa","pir",NA,"#E9872A"
2014-08-13,"Forsa","pir",NA,"#E9872A"
2014-08-06,"Forsa","pir",NA,"#E9872A"
2014-07-30,"Forsa","pir",NA,"#E9872A"
2014-07-23,"Forsa","pir",NA,"#E9872A"
2014-07-16,"Forsa","pir",NA,"#E9872A"
2014-07-09,"Forsa","pir",NA,"#E9872A"
2014-07-02,"Forsa","pir",NA,"#E9872A"
2014-06-25,"Forsa","pir",NA,"#E9872A"
2014-06-17,"Forsa","pir",NA,"#E9872A"
2014-06-11,"Forsa","pir",NA,"#E9872A"
2014-06-04,"Forsa","pir",NA,"#E9872A"
2014-05-27,"Forsa","pir",NA,"#E9872A"
2014-05-21,"Forsa","pir",NA,"#E9872A"
2014-05-14,"Forsa","pir",NA,"#E9872A"
2014-05-07,"Forsa","pir",NA,"#E9872A"
2014-04-29,"Forsa","pir",NA,"#E9872A"
2014-04-23,"Forsa","pir",NA,"#E9872A"
2014-04-15,"Forsa","pir",NA,"#E9872A"
2014-04-09,"Forsa","pir",NA,"#E9872A"
2014-04-02,"Forsa","pir",NA,"#E9872A"
2014-03-26,"Forsa","pir",NA,"#E9872A"
2014-03-19,"Forsa","pir",NA,"#E9872A"
2014-03-12,"Forsa","pir",NA,"#E9872A"
2014-03-05,"Forsa","pir",NA,"#E9872A"
2014-02-26,"Forsa","pir",NA,"#E9872A"
2014-02-19,"Forsa","pir",NA,"#E9872A"
2014-02-12,"Forsa","pir",NA,"#E9872A"
2014-02-05,"Forsa","pir",NA,"#E9872A"
2014-01-29,"Forsa","pir",NA,"#E9872A"
2014-01-22,"Forsa","pir",NA,"#E9872A"
2014-01-15,"Forsa","pir",NA,"#E9872A"
2014-01-08,"Forsa","pir",NA,"#E9872A"
2014-01-01,"Forsa","pir",NA,"#E9872A"
2013-12-17,"Forsa","pir",NA,"#E9872A"
2013-12-11,"Forsa","pir",NA,"#E9872A"
2013-12-04,"Forsa","pir",NA,"#E9872A"
2013-11-27,"Forsa","pir",NA,"#E9872A"
2013-11-20,"FGW","pir",NA,"#E9872A"
2013-11-13,"FGW","pir",NA,"#E9872A"
2013-11-06,"FGW","pir",NA,"#E9872A"
2013-10-30,"FGW","pir",NA,"#E9872A"
2013-10-23,"FGW","pir",NA,"#E9872A"
2013-10-16,"FGW","pir",NA,"#E9872A"
2013-10-09,"FGW","pir",NA,"#E9872A"
2013-10-01,"FGW","pir",NA,"#E9872A"
2017-06-23,"FGW","pir",NA,"#E9872A"
2017-06-02,"FGW","pir",NA,"#E9872A"
2017-05-19,"FGW","pir",NA,"#E9872A"
2017-04-28,"FGW","pir",NA,"#E9872A"
2017-04-07,"FGW","pir",NA,"#E9872A"
2017-03-10,"FGW","pir",NA,"#E9872A"
2017-02-17,"FGW","pir",NA,"#E9872A"
2017-01-27,"FGW","pir",NA,"#E9872A"
2017-01-13,"FGW","pir",NA,"#E9872A"
2016-12-09,"FGW","pir",NA,"#E9872A"
2016-11-25,"FGW","pir",NA,"#E9872A"
2016-11-11,"FGW","pir",NA,"#E9872A"
2016-10-28,"FGW","pir",NA,"#E9872A"
2016-10-14,"FGW","pir",NA,"#E9872A"
2016-09-23,"FGW","pir",NA,"#E9872A"
2016-08-12,"FGW","pir",NA,"#E9872A"
2016-07-22,"FGW","pir",NA,"#E9872A"
2016-07-08,"FGW","pir",NA,"#E9872A"
2016-06-24,"FGW","pir",NA,"#E9872A"
2016-06-03,"FGW","pir",NA,"#E9872A"
2016-05-13,"FGW","pir",NA,"#E9872A"
2016-04-22,"FGW","pir",NA,"#E9872A"
2016-04-08,"FGW","pir",NA,"#E9872A"
2016-03-18,"FGW","pir",NA,"#E9872A"
2016-02-19,"FGW","pir",NA,"#E9872A"
2016-01-29,"FGW","pir",NA,"#E9872A"
2016-01-15,"FGW","pir",NA,"#E9872A"
2015-12-11,"FGW","pir",NA,"#E9872A"
2015-11-27,"FGW","pir",NA,"#E9872A"
2015-11-13,"FGW","pir",NA,"#E9872A"
2015-10-23,"FGW","pir",NA,"#E9872A"
2015-10-09,"FGW","pir",NA,"#E9872A"
2015-09-25,"FGW","pir",NA,"#E9872A"
2015-09-11,"FGW","pir",NA,"#E9872A"
2015-08-21,"FGW","pir",NA,"#E9872A"
2015-07-24,"FGW","pir",NA,"#E9872A"
2015-07-03,"FGW","pir",NA,"#E9872A"
2015-06-12,"FGW","pir",NA,"#E9872A"
2015-05-22,"FGW","pir",NA,"#E9872A"
2015-04-17,"FGW","pir",NA,"#E9872A"
2015-03-27,"FGW","pir",NA,"#E9872A"
2015-03-13,"FGW","pir",NA,"#E9872A"
2015-02-27,"FGW","pir",NA,"#E9872A"
2015-01-30,"FGW","pir",NA,"#E9872A"
2015-01-16,"FGW","pir",NA,"#E9872A"
2014-12-12,"FGW","pir",NA,"#E9872A"
2014-11-28,"FGW","pir",NA,"#E9872A"
2014-11-14,"FGW","pir",NA,"#E9872A"
2014-10-24,"FGW","pir",NA,"#E9872A"
2014-10-10,"FGW","pir",NA,"#E9872A"
2014-09-26,"FGW","pir",NA,"#E9872A"
2014-09-05,"FGW","pir",NA,"#E9872A"
2014-08-22,"FGW","pir",NA,"#E9872A"
2014-07-18,"FGW","pir",NA,"#E9872A"
2014-06-27,"FGW","pir",NA,"#E9872A"
2014-06-05,"FGW","pir",NA,"#E9872A"
2014-05-09,"FGW","pir",NA,"#E9872A"
2014-04-11,"FGW","pir",NA,"#E9872A"
2014-03-28,"FGW","pir",NA,"#E9872A"
2014-03-14,"FGW","pir",NA,"#E9872A"
2014-02-21,"FGW","pir",NA,"#E9872A"
2014-01-31,"FGW","pir",NA,"#E9872A"
2014-01-17,"FGW","pir",NA,"#E9872A"
2013-12-13,"FGW","pir",NA,"#E9872A"
2013-11-29,"FGW","pir",NA,"#E9872A"
2013-11-08,"FGW","pir",NA,"#E9872A"
2013-10-18,"FGW","pir",NA,"#E9872A"
2013-09-27,"FGW","pir",NA,"#E9872A"
2017-06-01,"GMS","pir",NA,"#E9872A"
2017-05-04,"GMS","pir",NA,"#E9872A"
2017-03-23,"GMS","pir",NA,"#E9872A"
2017-02-09,"GMS","pir",NA,"#E9872A"
2017-01-05,"GMS","pir",NA,"#E9872A"
2016-11-03,"GMS","pir",NA,"#E9872A"
2016-10-13,"GMS","pir",NA,"#E9872A"
2016-09-15,"GMS","pir",NA,"#E9872A"
2016-07-14,"GMS","pir",NA,"#E9872A"
2016-06-02,"GMS","pir",NA,"#E9872A"
2016-04-21,"GMS","pir",NA,"#E9872A"
2016-03-17,"GMS","pir",NA,"#E9872A"
2016-02-18,"GMS","pir",NA,"#E9872A"
2016-01-04,"GMS","pir",NA,"#E9872A"
2015-11-19,"GMS","pir",NA,"#E9872A"
2015-10-08,"GMS","pir",NA,"#E9872A"
2015-09-17,"GMS","pir",2,"#E9872A"
2015-08-27,"GMS","pir",1,"#E9872A"
2015-07-23,"GMS","pir",1,"#E9872A"
2015-06-25,"GMS","pir",1,"#E9872A"
2015-05-15,"GMS","pir",1,"#E9872A"
2015-04-16,"GMS","pir",1,"#E9872A"
2015-03-24,"GMS","pir",1,"#E9872A"
2015-02-24,"GMS","pir",2,"#E9872A"
2015-01-20,"GMS","pir",1,"#E9872A"
2014-12-16,"GMS","pir",1,"#E9872A"
2014-11-25,"GMS","pir",2,"#E9872A"
2014-10-21,"GMS","pir",2,"#E9872A"
2014-09-23,"GMS","pir",1,"#E9872A"
2014-08-19,"GMS","pir",1,"#E9872A"
2014-07-22,"GMS","pir",2,"#E9872A"
2014-06-24,"GMS","pir",2,"#E9872A"
2014-05-13,"GMS","pir",1,"#E9872A"
2014-04-16,"GMS","pir",2,"#E9872A"
2014-03-18,"GMS","pir",1,"#E9872A"
2014-02-25,"GMS","pir",1,"#E9872A"
2014-01-21,"GMS","pir",2,"#E9872A"
2013-12-10,"GMS","pir",2,"#E9872A"
2013-11-19,"GMS","pir",2,"#E9872A"
2013-10-15,"GMS","pir",2,"#E9872A"
2013-09-10,"GMS","pir",3,"#E9872A"
2013-08-20,"GMS","pir",3,"#E9872A"
2013-07-16,"GMS","pir",2,"#E9872A"
2013-06-18,"GMS","pir",2,"#E9872A"
2013-05-16,"GMS","pir",3,"#E9872A"
2013-04-16,"GMS","pir",2,"#E9872A"
2013-03-19,"GMS","pir",3,"#E9872A"
2013-02-19,"GMS","pir",3,"#E9872A"
2013-01-29,"GMS","pir",3,"#E9872A"
2012-12-17,"GMS","pir",3,"#E9872A"
2012-11-22,"GMS","pir",4,"#E9872A"
2012-10-25,"GMS","pir",5,"#E9872A"
2012-09-21,"GMS","pir",6,"#E9872A"
2012-08-23,"GMS","pir",7,"#E9872A"
2012-07-24,"GMS","pir",8,"#E9872A"
2012-06-22,"GMS","pir",10,"#E9872A"
2012-05-23,"GMS","pir",12,"#E9872A"
2012-04-23,"GMS","pir",12,"#E9872A"
2012-03-22,"GMS","pir",6,"#E9872A"
2012-02-23,"GMS","pir",7,"#E9872A"
2012-01-26,"GMS","pir",6,"#E9872A"
2011-12-13,"GMS","pir",6,"#E9872A"
2011-11-24,"GMS","pir",6,"#E9872A"
2011-10-24,"GMS","pir",7,"#E9872A"
2011-09-21,"GMS","pir",NA,"#E9872A"
2011-08-25,"GMS","pir",NA,"#E9872A"
2011-07-21,"GMS","pir",NA,"#E9872A"
2011-06-21,"GMS","pir",NA,"#E9872A"
2011-05-20,"GMS","pir",NA,"#E9872A"
2011-04-19,"GMS","pir",NA,"#E9872A"
2011-03-21,"GMS","pir",NA,"#E9872A"
2011-02-18,"GMS","pir",NA,"#E9872A"
2011-01-24,"GMS","pir",NA,"#E9872A"
2010-12-16,"GMS","pir",NA,"#E9872A"
2010-11-16,"GMS","pir",NA,"#E9872A"
2010-10-27,"GMS","pir",NA,"#E9872A"
2010-09-17,"GMS","pir",NA,"#E9872A"
2010-08-20,"GMS","pir",NA,"#E9872A"
2010-07-21,"GMS","pir",NA,"#E9872A"
2010-06-23,"GMS","pir",NA,"#E9872A"
2010-05-20,"GMS","pir",NA,"#E9872A"
2010-04-22,"GMS","pir",NA,"#E9872A"
2010-03-25,"GMS","pir",NA,"#E9872A"
2010-03-01,"GMS","pir",NA,"#E9872A"
2010-01-19,"GMS","pir",NA,"#E9872A"
2009-12-14,"GMS","pir",NA,"#E9872A"
2009-11-19,"GMS","pir",NA,"#E9872A"
2009-10-23,"GMS","pir",NA,"#E9872A"
2017-06-15,"Infratestdimap","pir",NA,"#E9872A"
2017-06-08,"Infratestdimap","pir",NA,"#E9872A"
2017-05-18,"Infratestdimap","pir",NA,"#E9872A"
2017-05-11,"Infratestdimap","pir",NA,"#E9872A"
2017-04-20,"Infratestdimap","pir",NA,"#E9872A"
2017-04-13,"Infratestdimap","pir",NA,"#E9872A"
2017-03-23,"Infratestdimap","pir",NA,"#E9872A"
2017-03-09,"Infratestdimap","pir",NA,"#E9872A"
2017-02-23,"Infratestdimap","pir",NA,"#E9872A"
2017-02-02,"Infratestdimap","pir",NA,"#E9872A"
2017-01-27,"Infratestdimap","pir",NA,"#E9872A"
2017-01-05,"Infratestdimap","pir",NA,"#E9872A"
2016-12-16,"Infratestdimap","pir",NA,"#E9872A"
2016-12-08,"Infratestdimap","pir",NA,"#E9872A"
2016-11-18,"Infratestdimap","pir",NA,"#E9872A"
2016-11-03,"Infratestdimap","pir",NA,"#E9872A"
2016-10-20,"Infratestdimap","pir",NA,"#E9872A"
2016-10-06,"Infratestdimap","pir",NA,"#E9872A"
2016-09-23,"Infratestdimap","pir",NA,"#E9872A"
2016-09-01,"Infratestdimap","pir",NA,"#E9872A"
2016-08-26,"Infratestdimap","pir",NA,"#E9872A"
2016-08-04,"Infratestdimap","pir",NA,"#E9872A"
2016-07-15,"Infratestdimap","pir",NA,"#E9872A"
2016-07-07,"Infratestdimap","pir",NA,"#E9872A"
2016-06-17,"Infratestdimap","pir",NA,"#E9872A"
2016-06-02,"Infratestdimap","pir",NA,"#E9872A"
2016-05-20,"Infratestdimap","pir",NA,"#E9872A"
2016-05-04,"Infratestdimap","pir",NA,"#E9872A"
2016-04-22,"Infratestdimap","pir",NA,"#E9872A"
2016-04-07,"Infratestdimap","pir",NA,"#E9872A"
2016-03-24,"Infratestdimap","pir",NA,"#E9872A"
2016-02-29,"Infratestdimap","pir",NA,"#E9872A"
2016-02-26,"Infratestdimap","pir",NA,"#E9872A"
2016-02-03,"Infratestdimap","pir",NA,"#E9872A"
2016-01-15,"Infratestdimap","pir",NA,"#E9872A"
2016-01-07,"Infratestdimap","pir",NA,"#E9872A"
2015-12-18,"Infratestdimap","pir",NA,"#E9872A"
2015-12-03,"Infratestdimap","pir",NA,"#E9872A"
2015-11-20,"Infratestdimap","pir",NA,"#E9872A"
2015-11-05,"Infratestdimap","pir",NA,"#E9872A"
2015-10-23,"Infratestdimap","pir",NA,"#E9872A"
2015-10-01,"Infratestdimap","pir",NA,"#E9872A"
2015-09-11,"Infratestdimap","pir",NA,"#E9872A"
2015-09-03,"Infratestdimap","pir",NA,"#E9872A"
2015-08-14,"Infratestdimap","pir",NA,"#E9872A"
2015-07-30,"Infratestdimap","pir",NA,"#E9872A"
2015-07-17,"Infratestdimap","pir",NA,"#E9872A"
2015-07-02,"Infratestdimap","pir",NA,"#E9872A"
2015-06-19,"Infratestdimap","pir",NA,"#E9872A"
2015-06-03,"Infratestdimap","pir",NA,"#E9872A"
2015-05-21,"Infratestdimap","pir",NA,"#E9872A"
2015-05-07,"Infratestdimap","pir",NA,"#E9872A"
2015-04-24,"Infratestdimap","pir",NA,"#E9872A"
2015-04-02,"Infratestdimap","pir",NA,"#E9872A"
2015-03-13,"Infratestdimap","pir",NA,"#E9872A"
2015-03-05,"Infratestdimap","pir",NA,"#E9872A"
2015-02-13,"Infratestdimap","pir",NA,"#E9872A"
2015-02-05,"Infratestdimap","pir",NA,"#E9872A"
2015-01-16,"Infratestdimap","pir",NA,"#E9872A"
2015-01-08,"Infratestdimap","pir",NA,"#E9872A"
2014-12-19,"Infratestdimap","pir",NA,"#E9872A"
2014-12-04,"Infratestdimap","pir",NA,"#E9872A"
2014-11-21,"Infratestdimap","pir",NA,"#E9872A"
2014-11-06,"Infratestdimap","pir",NA,"#E9872A"
2014-10-24,"Infratestdimap","pir",NA,"#E9872A"
2014-10-02,"Infratestdimap","pir",NA,"#E9872A"
2014-09-26,"Infratestdimap","pir",NA,"#E9872A"
2014-09-04,"Infratestdimap","pir",NA,"#E9872A"
2014-08-29,"Infratestdimap","pir",NA,"#E9872A"
2014-08-07,"Infratestdimap","pir",NA,"#E9872A"
2014-07-18,"Infratestdimap","pir",NA,"#E9872A"
2014-07-03,"Infratestdimap","pir",NA,"#E9872A"
2014-06-20,"Infratestdimap","pir",NA,"#E9872A"
2014-06-05,"Infratestdimap","pir",NA,"#E9872A"
2014-05-16,"Infratestdimap","pir",NA,"#E9872A"
2014-04-30,"Infratestdimap","pir",NA,"#E9872A"
2014-04-25,"Infratestdimap","pir",NA,"#E9872A"
2014-04-03,"Infratestdimap","pir",NA,"#E9872A"
2014-03-28,"Infratestdimap","pir",NA,"#E9872A"
2014-03-06,"Infratestdimap","pir",NA,"#E9872A"
2014-02-28,"Infratestdimap","pir",NA,"#E9872A"
2014-02-06,"Infratestdimap","pir",NA,"#E9872A"
2014-01-31,"Infratestdimap","pir",NA,"#E9872A"
2014-01-09,"Infratestdimap","pir",NA,"#E9872A"
2013-12-20,"Infratestdimap","pir",NA,"#E9872A"
2013-12-05,"Infratestdimap","pir",NA,"#E9872A"
2013-11-22,"Infratestdimap","pir",NA,"#E9872A"
2013-11-07,"Infratestdimap","pir",NA,"#E9872A"
2013-10-25,"Infratestdimap","pir",NA,"#E9872A"
2013-10-10,"Infratestdimap","pir",NA,"#E9872A"
2017-06-27,"INSA","pir",NA,"#E9872A"
2017-06-20,"INSA","pir",NA,"#E9872A"
2017-06-12,"INSA","pir",NA,"#E9872A"
2017-06-06,"INSA","pir",NA,"#E9872A"
2017-05-29,"INSA","pir",NA,"#E9872A"
2017-05-22,"INSA","pir",NA,"#E9872A"
2017-05-16,"INSA","pir",NA,"#E9872A"
2017-05-09,"INSA","pir",NA,"#E9872A"
2017-05-02,"INSA","pir",NA,"#E9872A"
2017-04-25,"INSA","pir",NA,"#E9872A"
2017-04-19,"INSA","pir",NA,"#E9872A"
2017-04-10,"INSA","pir",NA,"#E9872A"
2017-04-03,"INSA","pir",NA,"#E9872A"
2017-03-27,"INSA","pir",NA,"#E9872A"
2017-03-20,"INSA","pir",NA,"#E9872A"
2017-03-13,"INSA","pir",NA,"#E9872A"
2017-03-07,"INSA","pir",NA,"#E9872A"
2017-02-28,"INSA","pir",NA,"#E9872A"
2017-02-21,"INSA","pir",NA,"#E9872A"
2017-02-13,"INSA","pir",NA,"#E9872A"
2017-02-06,"INSA","pir",NA,"#E9872A"
2017-01-30,"INSA","pir",NA,"#E9872A"
2017-01-23,"INSA","pir",NA,"#E9872A"
2017-01-17,"INSA","pir",NA,"#E9872A"
2017-01-09,"INSA","pir",NA,"#E9872A"
2017-01-03,"INSA","pir",NA,"#E9872A"
2016-12-23,"INSA","pir",NA,"#E9872A"
2016-12-20,"INSA","pir",NA,"#E9872A"
2016-12-13,"INSA","pir",NA,"#E9872A"
2016-12-06,"INSA","pir",NA,"#E9872A"
2016-11-28,"INSA","pir",NA,"#E9872A"
2016-11-22,"INSA","pir",NA,"#E9872A"
2016-11-14,"INSA","pir",NA,"#E9872A"
2016-11-08,"INSA","pir",NA,"#E9872A"
2016-11-02,"INSA","pir",NA,"#E9872A"
2016-10-25,"INSA","pir",NA,"#E9872A"
2016-10-18,"INSA","pir",NA,"#E9872A"
2016-10-10,"INSA","pir",NA,"#E9872A"
2016-10-05,"INSA","pir",NA,"#E9872A"
2016-09-27,"INSA","pir",NA,"#E9872A"
2016-09-19,"INSA","pir",NA,"#E9872A"
2016-09-13,"INSA","pir",NA,"#E9872A"
2016-09-05,"INSA","pir",NA,"#E9872A"
2016-08-30,"INSA","pir",NA,"#E9872A"
2016-08-23,"INSA","pir",NA,"#E9872A"
2016-08-16,"INSA","pir",NA,"#E9872A"
2016-08-09,"INSA","pir",NA,"#E9872A"
2016-08-02,"INSA","pir",NA,"#E9872A"
2016-07-26,"INSA","pir",NA,"#E9872A"
2016-07-19,"INSA","pir",NA,"#E9872A"
2016-07-11,"INSA","pir",NA,"#E9872A"
2016-07-04,"INSA","pir",NA,"#E9872A"
2016-06-27,"INSA","pir",NA,"#E9872A"
2016-06-20,"INSA","pir",NA,"#E9872A"
2016-06-13,"INSA","pir",NA,"#E9872A"
2016-06-06,"INSA","pir",NA,"#E9872A"
2016-05-31,"INSA","pir",NA,"#E9872A"
2016-05-23,"INSA","pir",NA,"#E9872A"
2016-05-17,"INSA","pir",NA,"#E9872A"
2016-05-09,"INSA","pir",NA,"#E9872A"
2016-05-02,"INSA","pir",NA,"#E9872A"
2016-04-25,"INSA","pir",NA,"#E9872A"
2016-04-18,"INSA","pir",NA,"#E9872A"
2016-04-11,"INSA","pir",NA,"#E9872A"
2016-04-04,"INSA","pir",NA,"#E9872A"
2016-03-29,"INSA","pir",NA,"#E9872A"
2016-03-21,"INSA","pir",NA,"#E9872A"
2016-03-14,"INSA","pir",NA,"#E9872A"
2016-03-08,"INSA","pir",NA,"#E9872A"
2016-02-29,"INSA","pir",NA,"#E9872A"
2016-02-22,"INSA","pir",NA,"#E9872A"
2016-02-15,"INSA","pir",NA,"#E9872A"
2016-02-09,"INSA","pir",NA,"#E9872A"
2016-02-01,"INSA","pir",NA,"#E9872A"
2016-01-25,"INSA","pir",NA,"#E9872A"
2016-01-18,"INSA","pir",NA,"#E9872A"
2016-01-11,"INSA","pir",NA,"#E9872A"
2016-01-04,"INSA","pir",NA,"#E9872A"
2015-12-21,"INSA","pir",NA,"#E9872A"
2015-12-14,"INSA","pir",NA,"#E9872A"
2015-12-08,"INSA","pir",NA,"#E9872A"
2015-11-30,"INSA","pir",NA,"#E9872A"
2015-11-23,"INSA","pir",NA,"#E9872A"
2015-11-16,"INSA","pir",NA,"#E9872A"
2015-11-09,"INSA","pir",NA,"#E9872A"
2015-11-02,"INSA","pir",NA,"#E9872A"
2015-10-27,"INSA","pir",NA,"#E9872A"
2015-10-19,"INSA","pir",NA,"#E9872A"
2015-10-12,"INSA","pir",NA,"#E9872A"
2015-10-06,"INSA","pir",NA,"#E9872A"
2015-09-28,"INSA","pir",NA,"#E9872A"
2015-09-21,"INSA","pir",NA,"#E9872A"
2015-09-14,"INSA","pir",NA,"#E9872A"
2015-09-08,"INSA","pir",NA,"#E9872A"
2015-08-31,"INSA","pir",NA,"#E9872A"
2015-08-26,"INSA","pir",NA,"#E9872A"
2015-08-17,"INSA","pir",NA,"#E9872A"
2015-08-11,"INSA","pir",NA,"#E9872A"
2015-08-03,"INSA","pir",NA,"#E9872A"
2015-07-28,"INSA","pir",NA,"#E9872A"
2015-07-20,"INSA","pir",1.5,"#E9872A"
2015-07-13,"INSA","pir",NA,"#E9872A"
2015-07-07,"INSA","pir",1,"#E9872A"
2015-06-30,"INSA","pir",2,"#E9872A"
2015-06-23,"INSA","pir",NA,"#E9872A"
2015-06-15,"INSA","pir",NA,"#E9872A"
2015-06-10,"INSA","pir",NA,"#E9872A"
2015-06-01,"INSA","pir",NA,"#E9872A"
2015-05-27,"INSA","pir",NA,"#E9872A"
2015-05-19,"INSA","pir",NA,"#E9872A"
2015-05-13,"INSA","pir",NA,"#E9872A"
2015-05-04,"INSA","pir",2,"#E9872A"
2015-04-27,"INSA","pir",1.5,"#E9872A"
2015-04-21,"INSA","pir",NA,"#E9872A"
2015-04-14,"INSA","pir",NA,"#E9872A"
2015-04-09,"INSA","pir",NA,"#E9872A"
2015-03-31,"INSA","pir",NA,"#E9872A"
2015-03-24,"INSA","pir",NA,"#E9872A"
2015-03-17,"INSA","pir",NA,"#E9872A"
2015-03-11,"INSA","pir",NA,"#E9872A"
2015-03-02,"INSA","pir",NA,"#E9872A"
2015-02-24,"INSA","pir",NA,"#E9872A"
2015-02-18,"INSA","pir",NA,"#E9872A"
2015-02-10,"INSA","pir",NA,"#E9872A"
2015-02-02,"INSA","pir",NA,"#E9872A"
2015-01-26,"INSA","pir",NA,"#E9872A"
2015-01-20,"INSA","pir",1.5,"#E9872A"
2015-01-15,"INSA","pir",1.5,"#E9872A"
2015-01-06,"INSA","pir",NA,"#E9872A"
2014-12-16,"INSA","pir",NA,"#E9872A"
2014-12-11,"INSA","pir",NA,"#E9872A"
2014-12-02,"INSA","pir",NA,"#E9872A"
2014-11-24,"INSA","pir",NA,"#E9872A"
2014-11-17,"INSA","pir",NA,"#E9872A"
2014-11-11,"INSA","pir",NA,"#E9872A"
2014-11-05,"INSA","pir",1.5,"#E9872A"
2014-10-28,"INSA","pir",1.5,"#E9872A"
2014-10-21,"INSA","pir",1.5,"#E9872A"
2014-10-13,"INSA","pir",NA,"#E9872A"
2014-10-07,"INSA","pir",NA,"#E9872A"
2014-09-29,"INSA","pir",NA,"#E9872A"
2014-09-24,"INSA","pir",NA,"#E9872A"
2014-09-16,"INSA","pir",NA,"#E9872A"
2014-09-10,"INSA","pir",2,"#E9872A"
2014-09-02,"INSA","pir",NA,"#E9872A"
2014-08-27,"INSA","pir",NA,"#E9872A"
2014-08-20,"INSA","pir",NA,"#E9872A"
2014-08-13,"INSA","pir",NA,"#E9872A"
2014-08-05,"INSA","pir",2,"#E9872A"
2014-07-29,"INSA","pir",1.5,"#E9872A"
2014-07-23,"INSA","pir",1.5,"#E9872A"
2014-07-14,"INSA","pir",1.5,"#E9872A"
2014-07-08,"INSA","pir",2.5,"#E9872A"
2014-06-30,"INSA","pir",2,"#E9872A"
2014-06-23,"INSA","pir",2,"#E9872A"
2014-06-16,"INSA","pir",1.5,"#E9872A"
2014-06-11,"INSA","pir",2,"#E9872A"
2014-06-03,"INSA","pir",2.5,"#E9872A"
2014-05-27,"INSA","pir",2,"#E9872A"
2014-05-19,"INSA","pir",2,"#E9872A"
2014-05-13,"INSA","pir",2,"#E9872A"
2014-05-05,"INSA","pir",2,"#E9872A"
2014-04-29,"INSA","pir",2,"#E9872A"
2014-04-23,"INSA","pir",2,"#E9872A"
2014-04-14,"INSA","pir",2,"#E9872A"
2014-04-08,"INSA","pir",2,"#E9872A"
2014-04-01,"INSA","pir",2,"#E9872A"
2014-03-26,"INSA","pir",2,"#E9872A"
2014-03-19,"INSA","pir",2,"#E9872A"
