"date","inst","party","value","color"
2002-12-20,"Infratestdimap","lin",4,"#96276E"
2002-12-20,"Infratestdimap","fdp",5,"#FFC700"
2002-12-20,"Infratestdimap","pir",NA,"#E9872A"
2002-12-20,"Infratestdimap","spd",30,"#DB4240"
2002-12-19,"Emnid","gru",11,"#4BA345"
2002-12-19,"Emnid","cdu",48,"#373737"
2002-12-19,"Emnid","afd",NA,"#34A3D2"
2002-12-19,"Emnid","lin",4,"#96276E"
2002-12-19,"Emnid","fdp",5,"#FFC700"
2002-12-19,"Emnid","pir",NA,"#E9872A"
2002-12-19,"Emnid","spd",29,"#DB4240"
2002-12-18,"Allensbach","gru",10.5,"#4BA345"
2002-12-18,"Allensbach","cdu",47.6,"#373737"
2002-12-18,"Allensbach","afd",NA,"#34A3D2"
2002-12-18,"Allensbach","lin",5,"#96276E"
2002-12-18,"Allensbach","fdp",7.3,"#FFC700"
2002-12-18,"Allensbach","pir",NA,"#E9872A"
2002-12-18,"Allensbach","spd",26.4,"#DB4240"
2002-12-17,"Forsa","gru",10,"#4BA345"
2002-12-17,"Forsa","cdu",48,"#373737"
2002-12-17,"Forsa","afd",NA,"#34A3D2"
2002-12-17,"Forsa","lin",4,"#96276E"
2002-12-17,"Forsa","fdp",4,"#FFC700"
2002-12-17,"Forsa","pir",NA,"#E9872A"
2002-12-17,"Forsa","spd",30,"#DB4240"
2002-12-13,"FGW","gru",9,"#4BA345"
2002-12-13,"FGW","cdu",55,"#373737"
2002-12-13,"FGW","afd",NA,"#34A3D2"
2002-12-13,"FGW","lin",3,"#96276E"
2002-12-13,"FGW","fdp",4,"#FFC700"
2002-12-13,"FGW","pir",NA,"#E9872A"
2002-12-13,"FGW","spd",26,"#DB4240"
2002-12-12,"Emnid","gru",10,"#4BA345"
2002-12-12,"Emnid","cdu",49,"#373737"
2002-12-12,"Emnid","afd",NA,"#34A3D2"
2002-12-12,"Emnid","lin",5,"#96276E"
2002-12-12,"Emnid","fdp",5,"#FFC700"
2002-12-12,"Emnid","pir",NA,"#E9872A"
2002-12-12,"Emnid","spd",28,"#DB4240"
2002-12-12,"Infratestdimap","gru",11,"#4BA345"
2002-12-12,"Infratestdimap","cdu",47,"#373737"
2002-12-12,"Infratestdimap","afd",NA,"#34A3D2"
2002-12-12,"Infratestdimap","lin",4,"#96276E"
2002-12-12,"Infratestdimap","fdp",6,"#FFC700"
2002-12-12,"Infratestdimap","pir",NA,"#E9872A"
2002-12-12,"Infratestdimap","spd",29,"#DB4240"
2002-12-11,"Forsa","gru",11,"#4BA345"
2002-12-11,"Forsa","cdu",48,"#373737"
2002-12-11,"Forsa","afd",NA,"#34A3D2"
2002-12-11,"Forsa","lin",4,"#96276E"
2002-12-11,"Forsa","fdp",4,"#FFC700"
2002-12-11,"Forsa","pir",NA,"#E9872A"
2002-12-11,"Forsa","spd",29,"#DB4240"
2002-12-06,"Infratestdimap","gru",12,"#4BA345"
2002-12-06,"Infratestdimap","cdu",48,"#373737"
2002-12-06,"Infratestdimap","afd",NA,"#34A3D2"
2002-12-06,"Infratestdimap","lin",4,"#96276E"
2002-12-06,"Infratestdimap","fdp",5,"#FFC700"
2002-12-06,"Infratestdimap","pir",NA,"#E9872A"
2002-12-06,"Infratestdimap","spd",28,"#DB4240"
2002-12-05,"Emnid","gru",10,"#4BA345"
2002-12-05,"Emnid","cdu",49,"#373737"
2002-12-05,"Emnid","afd",NA,"#34A3D2"
2002-12-05,"Emnid","lin",5,"#96276E"
2002-12-05,"Emnid","fdp",5,"#FFC700"
2002-12-05,"Emnid","pir",NA,"#E9872A"
2002-12-05,"Emnid","spd",28,"#DB4240"
2002-12-04,"Forsa","gru",11,"#4BA345"
2002-12-04,"Forsa","cdu",50,"#373737"
2002-12-04,"Forsa","afd",NA,"#34A3D2"
2002-12-04,"Forsa","lin",4,"#96276E"
2002-12-04,"Forsa","fdp",4,"#FFC700"
2002-12-04,"Forsa","pir",NA,"#E9872A"
2002-12-04,"Forsa","spd",27,"#DB4240"
2002-12-01,"GMS","gru",11.4,"#4BA345"
2002-12-01,"GMS","cdu",48.3,"#373737"
2002-12-01,"GMS","afd",NA,"#34A3D2"
2002-12-01,"GMS","lin",2.9,"#96276E"
2002-12-01,"GMS","fdp",6.3,"#FFC700"
2002-12-01,"GMS","pir",NA,"#E9872A"
2002-12-01,"GMS","spd",28.4,"#DB4240"
2002-11-29,"Infratestdimap","gru",11,"#4BA345"
2002-11-29,"Infratestdimap","cdu",48,"#373737"
2002-11-29,"Infratestdimap","afd",NA,"#34A3D2"
2002-11-29,"Infratestdimap","lin",4,"#96276E"
2002-11-29,"Infratestdimap","fdp",5,"#FFC700"
2002-11-29,"Infratestdimap","pir",NA,"#E9872A"
2002-11-29,"Infratestdimap","spd",30,"#DB4240"
2002-11-28,"Emnid","gru",10,"#4BA345"
2002-11-28,"Emnid","cdu",50,"#373737"
2002-11-28,"Emnid","afd",NA,"#34A3D2"
2002-11-28,"Emnid","lin",4,"#96276E"
2002-11-28,"Emnid","fdp",5,"#FFC700"
2002-11-28,"Emnid","pir",NA,"#E9872A"
2002-11-28,"Emnid","spd",28,"#DB4240"
2002-11-27,"Forsa","gru",10,"#4BA345"
2002-11-27,"Forsa","cdu",50,"#373737"
2002-11-27,"Forsa","afd",NA,"#34A3D2"
2002-11-27,"Forsa","lin",4,"#96276E"
2002-11-27,"Forsa","fdp",5,"#FFC700"
2002-11-27,"Forsa","pir",NA,"#E9872A"
2002-11-27,"Forsa","spd",28,"#DB4240"
2002-11-21,"Emnid","gru",10,"#4BA345"
2002-11-21,"Emnid","cdu",48,"#373737"
2002-11-21,"Emnid","afd",NA,"#34A3D2"
2002-11-21,"Emnid","lin",4,"#96276E"
2002-11-21,"Emnid","fdp",6,"#FFC700"
2002-11-21,"Emnid","pir",NA,"#E9872A"
2002-11-21,"Emnid","spd",29,"#DB4240"
2002-11-21,"Infratestdimap","gru",11,"#4BA345"
2002-11-21,"Infratestdimap","cdu",48,"#373737"
2002-11-21,"Infratestdimap","afd",NA,"#34A3D2"
2002-11-21,"Infratestdimap","lin",4,"#96276E"
2002-11-21,"Infratestdimap","fdp",4,"#FFC700"
2002-11-21,"Infratestdimap","pir",NA,"#E9872A"
2002-11-21,"Infratestdimap","spd",30,"#DB4240"
2002-11-20,"Forsa","gru",10,"#4BA345"
2002-11-20,"Forsa","cdu",48,"#373737"
2002-11-20,"Forsa","afd",NA,"#34A3D2"
2002-11-20,"Forsa","lin",4,"#96276E"
2002-11-20,"Forsa","fdp",4,"#FFC700"
2002-11-20,"Forsa","pir",NA,"#E9872A"
2002-11-20,"Forsa","spd",30,"#DB4240"
2002-11-15,"Allensbach","gru",9.4,"#4BA345"
2002-11-15,"Allensbach","cdu",44.1,"#373737"
2002-11-15,"Allensbach","afd",NA,"#34A3D2"
2002-11-15,"Allensbach","lin",4,"#96276E"
2002-11-15,"Allensbach","fdp",6.8,"#FFC700"
2002-11-15,"Allensbach","pir",NA,"#E9872A"
2002-11-15,"Allensbach","spd",32.3,"#DB4240"
2002-11-15,"Infratestdimap","gru",10,"#4BA345"
2002-11-15,"Infratestdimap","cdu",46,"#373737"
2002-11-15,"Infratestdimap","afd",NA,"#34A3D2"
2002-11-15,"Infratestdimap","lin",4,"#96276E"
2002-11-15,"Infratestdimap","fdp",5,"#FFC700"
2002-11-15,"Infratestdimap","pir",NA,"#E9872A"
2002-11-15,"Infratestdimap","spd",32,"#DB4240"
2002-11-15,"FGW","gru",9,"#4BA345"
2002-11-15,"FGW","cdu",55,"#373737"
2002-11-15,"FGW","afd",NA,"#34A3D2"
2002-11-15,"FGW","lin",3,"#96276E"
2002-11-15,"FGW","fdp",5,"#FFC700"
2002-11-15,"FGW","pir",NA,"#E9872A"
2002-11-15,"FGW","spd",26,"#DB4240"
2002-11-14,"Emnid","gru",9,"#4BA345"
2002-11-14,"Emnid","cdu",46,"#373737"
2002-11-14,"Emnid","afd",NA,"#34A3D2"
2002-11-14,"Emnid","lin",5,"#96276E"
2002-11-14,"Emnid","fdp",5,"#FFC700"
2002-11-14,"Emnid","pir",NA,"#E9872A"
2002-11-14,"Emnid","spd",32,"#DB4240"
2002-11-13,"Forsa","gru",10,"#4BA345"
2002-11-13,"Forsa","cdu",46,"#373737"
2002-11-13,"Forsa","afd",NA,"#34A3D2"
2002-11-13,"Forsa","lin",4,"#96276E"
2002-11-13,"Forsa","fdp",5,"#FFC700"
2002-11-13,"Forsa","pir",NA,"#E9872A"
2002-11-13,"Forsa","spd",32,"#DB4240"
2002-11-07,"Emnid","gru",10,"#4BA345"
2002-11-07,"Emnid","cdu",44,"#373737"
2002-11-07,"Emnid","afd",NA,"#34A3D2"
2002-11-07,"Emnid","lin",4,"#96276E"
2002-11-07,"Emnid","fdp",5,"#FFC700"
2002-11-07,"Emnid","pir",NA,"#E9872A"
2002-11-07,"Emnid","spd",34,"#DB4240"
2002-11-07,"Infratestdimap","gru",10,"#4BA345"
2002-11-07,"Infratestdimap","cdu",44,"#373737"
2002-11-07,"Infratestdimap","afd",NA,"#34A3D2"
2002-11-07,"Infratestdimap","lin",4,"#96276E"
2002-11-07,"Infratestdimap","fdp",5,"#FFC700"
2002-11-07,"Infratestdimap","pir",NA,"#E9872A"
2002-11-07,"Infratestdimap","spd",34,"#DB4240"
2002-11-06,"Forsa","gru",10,"#4BA345"
2002-11-06,"Forsa","cdu",45,"#373737"
2002-11-06,"Forsa","afd",NA,"#34A3D2"
2002-11-06,"Forsa","lin",4,"#96276E"
2002-11-06,"Forsa","fdp",5,"#FFC700"
2002-11-06,"Forsa","pir",NA,"#E9872A"
2002-11-06,"Forsa","spd",33,"#DB4240"
2002-11-01,"Infratestdimap","gru",9,"#4BA345"
2002-11-01,"Infratestdimap","cdu",43,"#373737"
2002-11-01,"Infratestdimap","afd",NA,"#34A3D2"
2002-11-01,"Infratestdimap","lin",4,"#96276E"
2002-11-01,"Infratestdimap","fdp",6,"#FFC700"
2002-11-01,"Infratestdimap","pir",NA,"#E9872A"
2002-11-01,"Infratestdimap","spd",35,"#DB4240"
2002-10-31,"Emnid","gru",10,"#4BA345"
2002-10-31,"Emnid","cdu",42,"#373737"
2002-10-31,"Emnid","afd",NA,"#34A3D2"
2002-10-31,"Emnid","lin",4,"#96276E"
2002-10-31,"Emnid","fdp",5,"#FFC700"
2002-10-31,"Emnid","pir",NA,"#E9872A"
2002-10-31,"Emnid","spd",35,"#DB4240"
2002-10-30,"Forsa","gru",10,"#4BA345"
2002-10-30,"Forsa","cdu",43,"#373737"
2002-10-30,"Forsa","afd",NA,"#34A3D2"
2002-10-30,"Forsa","lin",3,"#96276E"
2002-10-30,"Forsa","fdp",6,"#FFC700"
2002-10-30,"Forsa","pir",NA,"#E9872A"
2002-10-30,"Forsa","spd",35,"#DB4240"
2002-10-25,"Infratestdimap","gru",10,"#4BA345"
2002-10-25,"Infratestdimap","cdu",41,"#373737"
2002-10-25,"Infratestdimap","afd",NA,"#34A3D2"
2002-10-25,"Infratestdimap","lin",4,"#96276E"
2002-10-25,"Infratestdimap","fdp",6,"#FFC700"
2002-10-25,"Infratestdimap","pir",NA,"#E9872A"
2002-10-25,"Infratestdimap","spd",36,"#DB4240"
2002-10-24,"Emnid","gru",10,"#4BA345"
2002-10-24,"Emnid","cdu",41,"#373737"
2002-10-24,"Emnid","afd",NA,"#34A3D2"
2002-10-24,"Emnid","lin",3,"#96276E"
2002-10-24,"Emnid","fdp",6,"#FFC700"
2002-10-24,"Emnid","pir",NA,"#E9872A"
2002-10-24,"Emnid","spd",37,"#DB4240"
2002-10-23,"Forsa","gru",10,"#4BA345"
2002-10-23,"Forsa","cdu",41,"#373737"
2002-10-23,"Forsa","afd",NA,"#34A3D2"
2002-10-23,"Forsa","lin",3,"#96276E"
2002-10-23,"Forsa","fdp",7,"#FFC700"
2002-10-23,"Forsa","pir",NA,"#E9872A"
2002-10-23,"Forsa","spd",37,"#DB4240"
2002-10-18,"Infratestdimap","gru",10,"#4BA345"
2002-10-18,"Infratestdimap","cdu",40,"#373737"
2002-10-18,"Infratestdimap","afd",NA,"#34A3D2"
2002-10-18,"Infratestdimap","lin",4,"#96276E"
2002-10-18,"Infratestdimap","fdp",6,"#FFC700"
2002-10-18,"Infratestdimap","pir",NA,"#E9872A"
2002-10-18,"Infratestdimap","spd",37,"#DB4240"
2002-10-18,"FGW","gru",9,"#4BA345"
2002-10-18,"FGW","cdu",45,"#373737"
2002-10-18,"FGW","afd",NA,"#34A3D2"
2002-10-18,"FGW","lin",2,"#96276E"
2002-10-18,"FGW","fdp",6,"#FFC700"
2002-10-18,"FGW","pir",NA,"#E9872A"
2002-10-18,"FGW","spd",36,"#DB4240"
2002-10-17,"Emnid","gru",10,"#4BA345"
2002-10-17,"Emnid","cdu",40,"#373737"
2002-10-17,"Emnid","afd",NA,"#34A3D2"
2002-10-17,"Emnid","lin",4,"#96276E"
2002-10-17,"Emnid","fdp",6,"#FFC700"
2002-10-17,"Emnid","pir",NA,"#E9872A"
2002-10-17,"Emnid","spd",37,"#DB4240"
2002-10-17,"Forsa","gru",10,"#4BA345"
2002-10-17,"Forsa","cdu",40,"#373737"
2002-10-17,"Forsa","afd",NA,"#34A3D2"
2002-10-17,"Forsa","lin",3,"#96276E"
2002-10-17,"Forsa","fdp",6,"#FFC700"
2002-10-17,"Forsa","pir",NA,"#E9872A"
2002-10-17,"Forsa","spd",38,"#DB4240"
2002-10-11,"Infratestdimap","gru",9,"#4BA345"
2002-10-11,"Infratestdimap","cdu",39,"#373737"
2002-10-11,"Infratestdimap","afd",NA,"#34A3D2"
2002-10-11,"Infratestdimap","lin",4,"#96276E"
2002-10-11,"Infratestdimap","fdp",7,"#FFC700"
2002-10-11,"Infratestdimap","pir",NA,"#E9872A"
2002-10-11,"Infratestdimap","spd",38,"#DB4240"
2002-10-10,"Emnid","gru",8,"#4BA345"
2002-10-10,"Emnid","cdu",40,"#373737"
2002-10-10,"Emnid","afd",NA,"#34A3D2"
2002-10-10,"Emnid","lin",4,"#96276E"
2002-10-10,"Emnid","fdp",7,"#FFC700"
2002-10-10,"Emnid","pir",NA,"#E9872A"
2002-10-10,"Emnid","spd",38,"#DB4240"
2002-10-09,"Forsa","gru",10,"#4BA345"
2002-10-09,"Forsa","cdu",40,"#373737"
2002-10-09,"Forsa","afd",NA,"#34A3D2"
2002-10-09,"Forsa","lin",4,"#96276E"
2002-10-09,"Forsa","fdp",6,"#FFC700"
2002-10-09,"Forsa","pir",NA,"#E9872A"
2002-10-09,"Forsa","spd",38,"#DB4240"
2002-10-04,"Infratestdimap","gru",9,"#4BA345"
2002-10-04,"Infratestdimap","cdu",39,"#373737"
2002-10-04,"Infratestdimap","afd",NA,"#34A3D2"
2002-10-04,"Infratestdimap","lin",4,"#96276E"
2002-10-04,"Infratestdimap","fdp",7,"#FFC700"
2002-10-04,"Infratestdimap","pir",NA,"#E9872A"
2002-10-04,"Infratestdimap","spd",38,"#DB4240"
2002-10-03,"Emnid","gru",9,"#4BA345"
2002-10-03,"Emnid","cdu",40,"#373737"
2002-10-03,"Emnid","afd",NA,"#34A3D2"
2002-10-03,"Emnid","lin",4,"#96276E"
2002-10-03,"Emnid","fdp",7,"#FFC700"
2002-10-03,"Emnid","pir",NA,"#E9872A"
2002-10-03,"Emnid","spd",38,"#DB4240"
2002-10-01,"Forsa","gru",10,"#4BA345"
2002-10-01,"Forsa","cdu",39,"#373737"
2002-10-01,"Forsa","afd",NA,"#34A3D2"
2002-10-01,"Forsa","lin",3,"#96276E"
2002-10-01,"Forsa","fdp",7,"#FFC700"
2002-10-01,"Forsa","pir",NA,"#E9872A"
2002-10-01,"Forsa","spd",39,"#DB4240"
2002-09-26,"Emnid","gru",9,"#4BA345"
2002-09-26,"Emnid","cdu",39,"#373737"
2002-09-26,"Emnid","afd",NA,"#34A3D2"
2002-09-26,"Emnid","lin",4,"#96276E"
2002-09-26,"Emnid","fdp",7,"#FFC700"
2002-09-26,"Emnid","pir",NA,"#E9872A"
2002-09-26,"Emnid","spd",38,"#DB4240"
2002-09-22,"Emnid","gru",8.6,"#4BA345"
2002-09-22,"Emnid","cdu",38.5,"#373737"
2002-09-22,"Emnid","afd",NA,"#34A3D2"
2002-09-22,"Emnid","lin",4,"#96276E"
2002-09-22,"Emnid","fdp",7.4,"#FFC700"
2002-09-22,"Emnid","pir",NA,"#E9872A"
2002-09-22,"Emnid","spd",38.5,"#DB4240"
2002-09-22,"Forsa","gru",8.6,"#4BA345"
2002-09-22,"Forsa","cdu",38.5,"#373737"
2002-09-22,"Forsa","afd",NA,"#34A3D2"
2002-09-22,"Forsa","lin",4,"#96276E"
2002-09-22,"Forsa","fdp",7.4,"#FFC700"
2002-09-22,"Forsa","pir",NA,"#E9872A"
2002-09-22,"Forsa","spd",38.5,"#DB4240"
2002-09-22,"Allensbach","gru",8.6,"#4BA345"
2002-09-22,"Allensbach","cdu",38.5,"#373737"
2002-09-22,"Allensbach","afd",NA,"#34A3D2"
2002-09-22,"Allensbach","lin",4,"#96276E"
2002-09-22,"Allensbach","fdp",7.4,"#FFC700"
2002-09-22,"Allensbach","pir",NA,"#E9872A"
2002-09-22,"Allensbach","spd",38.5,"#DB4240"
2002-09-22,"Infratestdimap","gru",8.6,"#4BA345"
2002-09-22,"Infratestdimap","cdu",38.5,"#373737"
2002-09-22,"Infratestdimap","afd",NA,"#34A3D2"
2002-09-22,"Infratestdimap","lin",4,"#96276E"
2002-09-22,"Infratestdimap","fdp",7.4,"#FFC700"
2002-09-22,"Infratestdimap","pir",NA,"#E9872A"
2002-09-22,"Infratestdimap","spd",38.5,"#DB4240"
2002-09-22,"FGW","gru",8.6,"#4BA345"
2002-09-22,"FGW","cdu",38.5,"#373737"
2002-09-22,"FGW","afd",NA,"#34A3D2"
2002-09-22,"FGW","lin",4,"#96276E"
2002-09-22,"FGW","fdp",7.4,"#FFC700"
2002-09-22,"FGW","pir",NA,"#E9872A"
2002-09-22,"FGW","spd",38.5,"#DB4240"
2002-09-22,"GMS","gru",8.6,"#4BA345"
2002-09-22,"GMS","cdu",38.5,"#373737"
2002-09-22,"GMS","afd",NA,"#34A3D2"
2002-09-22,"GMS","lin",4,"#96276E"
2002-09-22,"GMS","fdp",7.4,"#FFC700"
2002-09-22,"GMS","pir",NA,"#E9872A"
2002-09-22,"GMS","spd",38.5,"#DB4240"
2002-09-20,"Forsa","gru",7,"#4BA345"
2002-09-20,"Forsa","cdu",37.5,"#373737"
2002-09-20,"Forsa","afd",NA,"#34A3D2"
2002-09-20,"Forsa","lin",4.25,"#96276E"
2002-09-20,"Forsa","fdp",7.5,"#FFC700"
2002-09-20,"Forsa","pir",NA,"#E9872A"
2002-09-20,"Forsa","spd",39,"#DB4240"
2002-09-20,"Allensbach","gru",7.5,"#4BA345"
2002-09-20,"Allensbach","cdu",37,"#373737"
2002-09-20,"Allensbach","afd",NA,"#34A3D2"
2002-09-20,"Allensbach","lin",4.5,"#96276E"
2002-09-20,"Allensbach","fdp",9.5,"#FFC700"
2002-09-20,"Allensbach","pir",NA,"#E9872A"
2002-09-20,"Allensbach","spd",37.5,"#DB4240"
2002-09-18,"Forsa","gru",7,"#4BA345"
2002-09-18,"Forsa","cdu",38,"#373737"
2002-09-18,"Forsa","afd",NA,"#34A3D2"
2002-09-18,"Forsa","lin",4,"#96276E"
2002-09-18,"Forsa","fdp",8,"#FFC700"
2002-09-18,"Forsa","pir",NA,"#E9872A"
2002-09-18,"Forsa","spd",40,"#DB4240"
2002-09-17,"Allensbach","gru",7.2,"#4BA345"
2002-09-17,"Allensbach","cdu",37.3,"#373737"
2002-09-17,"Allensbach","afd",NA,"#34A3D2"
2002-09-17,"Allensbach","lin",4.4,"#96276E"
2002-09-17,"Allensbach","fdp",10.1,"#FFC700"
2002-09-17,"Allensbach","pir",NA,"#E9872A"
2002-09-17,"Allensbach","spd",37,"#DB4240"
2002-09-14,"Emnid","gru",7,"#4BA345"
2002-09-14,"Emnid","cdu",37,"#373737"
2002-09-14,"Emnid","afd",NA,"#34A3D2"
2002-09-14,"Emnid","lin",5,"#96276E"
2002-09-14,"Emnid","fdp",8,"#FFC700"
2002-09-14,"Emnid","pir",NA,"#E9872A"
2002-09-14,"Emnid","spd",39,"#DB4240"
2002-09-13,"Forsa","gru",7,"#4BA345"
2002-09-13,"Forsa","cdu",38,"#373737"
2002-09-13,"Forsa","afd",NA,"#34A3D2"
2002-09-13,"Forsa","lin",4,"#96276E"
2002-09-13,"Forsa","fdp",8,"#FFC700"
2002-09-13,"Forsa","pir",NA,"#E9872A"
2002-09-13,"Forsa","spd",40,"#DB4240"
2002-09-13,"Infratestdimap","gru",8,"#4BA345"
2002-09-13,"Infratestdimap","cdu",36,"#373737"
2002-09-13,"Infratestdimap","afd",NA,"#34A3D2"
2002-09-13,"Infratestdimap","lin",4.7,"#96276E"
2002-09-13,"Infratestdimap","fdp",8.5,"#FFC700"
2002-09-13,"Infratestdimap","pir",NA,"#E9872A"
2002-09-13,"Infratestdimap","spd",38.5,"#DB4240"
2002-09-13,"FGW","gru",8,"#4BA345"
2002-09-13,"FGW","cdu",35,"#373737"
2002-09-13,"FGW","afd",NA,"#34A3D2"
2002-09-13,"FGW","lin",3,"#96276E"
2002-09-13,"FGW","fdp",8,"#FFC700"
2002-09-13,"FGW","pir",NA,"#E9872A"
2002-09-13,"FGW","spd",45,"#DB4240"
2002-09-12,"Emnid","gru",7,"#4BA345"
2002-09-12,"Emnid","cdu",38,"#373737"
2002-09-12,"Emnid","afd",NA,"#34A3D2"
2002-09-12,"Emnid","lin",4,"#96276E"
2002-09-12,"Emnid","fdp",8,"#FFC700"
2002-09-12,"Emnid","pir",NA,"#E9872A"
2002-09-12,"Emnid","spd",38,"#DB4240"
2002-09-11,"Forsa","gru",8,"#4BA345"
2002-09-11,"Forsa","cdu",38,"#373737"
2002-09-11,"Forsa","afd",NA,"#34A3D2"
2002-09-11,"Forsa","lin",5,"#96276E"
2002-09-11,"Forsa","fdp",9,"#FFC700"
2002-09-11,"Forsa","pir",NA,"#E9872A"
2002-09-11,"Forsa","spd",38,"#DB4240"
2002-09-11,"Allensbach","gru",7.3,"#4BA345"
2002-09-11,"Allensbach","cdu",37,"#373737"
2002-09-11,"Allensbach","afd",NA,"#34A3D2"
2002-09-11,"Allensbach","lin",4.9,"#96276E"
2002-09-11,"Allensbach","fdp",10.1,"#FFC700"
2002-09-11,"Allensbach","pir",NA,"#E9872A"
2002-09-11,"Allensbach","spd",37,"#DB4240"
2002-09-10,"Emnid","gru",7,"#4BA345"
2002-09-10,"Emnid","cdu",38,"#373737"
2002-09-10,"Emnid","afd",NA,"#34A3D2"
2002-09-10,"Emnid","lin",4,"#96276E"
2002-09-10,"Emnid","fdp",8,"#FFC700"
2002-09-10,"Emnid","pir",NA,"#E9872A"
2002-09-10,"Emnid","spd",38,"#DB4240"
2002-09-09,"Infratestdimap","gru",7.5,"#4BA345"
2002-09-09,"Infratestdimap","cdu",38,"#373737"
2002-09-09,"Infratestdimap","afd",NA,"#34A3D2"
2002-09-09,"Infratestdimap","lin",4,"#96276E"
2002-09-09,"Infratestdimap","fdp",8.5,"#FFC700"
2002-09-09,"Infratestdimap","pir",NA,"#E9872A"
2002-09-09,"Infratestdimap","spd",39,"#DB4240"
2002-09-08,"Allensbach","gru",7.2,"#4BA345"
2002-09-08,"Allensbach","cdu",38.2,"#373737"
2002-09-08,"Allensbach","afd",NA,"#34A3D2"
2002-09-08,"Allensbach","lin",4.9,"#96276E"
2002-09-08,"Allensbach","fdp",11.2,"#FFC700"
2002-09-08,"Allensbach","pir",NA,"#E9872A"
2002-09-08,"Allensbach","spd",35.2,"#DB4240"
2002-09-06,"Forsa","gru",7,"#4BA345"
2002-09-06,"Forsa","cdu",39,"#373737"
2002-09-06,"Forsa","afd",NA,"#34A3D2"
2002-09-06,"Forsa","lin",4,"#96276E"
2002-09-06,"Forsa","fdp",9,"#FFC700"
2002-09-06,"Forsa","pir",NA,"#E9872A"
2002-09-06,"Forsa","spd",39,"#DB4240"
2002-09-06,"Infratestdimap","gru",7.5,"#4BA345"
2002-09-06,"Infratestdimap","cdu",39.5,"#373737"
2002-09-06,"Infratestdimap","afd",NA,"#34A3D2"
2002-09-06,"Infratestdimap","lin",4,"#96276E"
2002-09-06,"Infratestdimap","fdp",8.5,"#FFC700"
2002-09-06,"Infratestdimap","pir",NA,"#E9872A"
2002-09-06,"Infratestdimap","spd",38,"#DB4240"
2002-09-06,"FGW","gru",8,"#4BA345"
2002-09-06,"FGW","cdu",39,"#373737"
2002-09-06,"FGW","afd",NA,"#34A3D2"
2002-09-06,"FGW","lin",3,"#96276E"
2002-09-06,"FGW","fdp",8,"#FFC700"
2002-09-06,"FGW","pir",NA,"#E9872A"
2002-09-06,"FGW","spd",40,"#DB4240"
2002-09-05,"Emnid","gru",6,"#4BA345"
2002-09-05,"Emnid","cdu",39,"#373737"
2002-09-05,"Emnid","afd",NA,"#34A3D2"
2002-09-05,"Emnid","lin",5,"#96276E"
2002-09-05,"Emnid","fdp",8,"#FFC700"
2002-09-05,"Emnid","pir",NA,"#E9872A"
2002-09-05,"Emnid","spd",37,"#DB4240"
2002-09-04,"Forsa","gru",7,"#4BA345"
2002-09-04,"Forsa","cdu",39,"#373737"
2002-09-04,"Forsa","afd",NA,"#34A3D2"
2002-09-04,"Forsa","lin",4,"#96276E"
2002-09-04,"Forsa","fdp",8,"#FFC700"
2002-09-04,"Forsa","pir",NA,"#E9872A"
2002-09-04,"Forsa","spd",39,"#DB4240"
2002-09-04,"Allensbach","gru",7,"#4BA345"
2002-09-04,"Allensbach","cdu",39.1,"#373737"
2002-09-04,"Allensbach","afd",NA,"#34A3D2"
2002-09-04,"Allensbach","lin",4.9,"#96276E"
2002-09-04,"Allensbach","fdp",11.6,"#FFC700"
2002-09-04,"Allensbach","pir",NA,"#E9872A"
2002-09-04,"Allensbach","spd",34.2,"#DB4240"
2002-09-04,"Infratestdimap","gru",7,"#4BA345"
2002-09-04,"Infratestdimap","cdu",40,"#373737"
2002-09-04,"Infratestdimap","afd",NA,"#34A3D2"
2002-09-04,"Infratestdimap","lin",4,"#96276E"
2002-09-04,"Infratestdimap","fdp",8,"#FFC700"
2002-09-04,"Infratestdimap","pir",NA,"#E9872A"
2002-09-04,"Infratestdimap","spd",39,"#DB4240"
2002-08-30,"Infratestdimap","gru",7,"#4BA345"
2002-08-30,"Infratestdimap","cdu",41,"#373737"
2002-08-30,"Infratestdimap","afd",NA,"#34A3D2"
2002-08-30,"Infratestdimap","lin",4,"#96276E"
2002-08-30,"Infratestdimap","fdp",7,"#FFC700"
2002-08-30,"Infratestdimap","pir",NA,"#E9872A"
2002-08-30,"Infratestdimap","spd",39,"#DB4240"
2002-08-30,"FGW","gru",7,"#4BA345"
2002-08-30,"FGW","cdu",39,"#373737"
2002-08-30,"FGW","afd",NA,"#34A3D2"
2002-08-30,"FGW","lin",4,"#96276E"
2002-08-30,"FGW","fdp",7,"#FFC700"
2002-08-30,"FGW","pir",NA,"#E9872A"
2002-08-30,"FGW","spd",42,"#DB4240"
2002-08-29,"Emnid","gru",6,"#4BA345"
2002-08-29,"Emnid","cdu",40,"#373737"
2002-08-29,"Emnid","afd",NA,"#34A3D2"
2002-08-29,"Emnid","lin",4,"#96276E"
2002-08-29,"Emnid","fdp",9,"#FFC700"
2002-08-29,"Emnid","pir",NA,"#E9872A"
2002-08-29,"Emnid","spd",37,"#DB4240"
2002-08-29,"Forsa","gru",7,"#4BA345"
2002-08-29,"Forsa","cdu",39,"#373737"
2002-08-29,"Forsa","afd",NA,"#34A3D2"
2002-08-29,"Forsa","lin",4,"#96276E"
2002-08-29,"Forsa","fdp",9,"#FFC700"
